Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio,prefix,patient,capture,sequencer,depth
SNP,ALL,22268,21621,647,26527,758,4150,76,85,0.970945,0.966126,0.156444,0.968529,2.971820938113073,2.774679943100996,1.2767720159558147,1.5053865053865054,HG006_novaseq_agilent_100x.haplotypecaller,HG006,agilent,novaseq,100
SNP,PASS,22268,21621,647,26527,758,4150,76,85,0.970945,0.966126,0.156444,0.968529,2.971820938113073,2.774679943100996,1.2767720159558147,1.5053865053865054,HG006_novaseq_agilent_100x.haplotypecaller,HG006,agilent,novaseq,100
INDEL,ALL,493,428,65,954,71,445,16,7,0.868154,0.860511,0.466457,0.864316,,,1.553763440860215,2.058252427184466,HG006_novaseq_agilent_50x.haplotypecaller,HG006,agilent,novaseq,50
INDEL,PASS,493,428,65,954,71,445,16,7,0.868154,0.860511,0.466457,0.864316,,,1.553763440860215,2.058252427184466,HG006_novaseq_agilent_50x.haplotypecaller,HG006,agilent,novaseq,50
SNP,ALL,22268,21441,827,26256,762,4056,88,85,0.962862,0.965676,0.154479,0.964267,2.971820938113073,2.792087785157378,1.2767720159558147,1.4979059584999048,HG006_novaseq_agilent_50x.haplotypecaller,HG006,agilent,novaseq,50
SNP,PASS,22268,21441,827,26256,762,4056,88,85,0.962862,0.965676,0.154479,0.964267,2.971820938113073,2.792087785157378,1.2767720159558147,1.4979059584999048,HG006_novaseq_agilent_50x.haplotypecaller,HG006,agilent,novaseq,50
INDEL,ALL,493,443,50,985,68,464,13,8,0.89858,0.869482,0.471066,0.883791,,,1.553763440860215,2.031055900621118,HG006_novaseq_agilent_75x.haplotypecaller,HG006,agilent,novaseq,75
INDEL,PASS,493,443,50,985,68,464,13,8,0.89858,0.869482,0.471066,0.883791,,,1.553763440860215,2.031055900621118,HG006_novaseq_agilent_75x.haplotypecaller,HG006,agilent,novaseq,75
SNP,ALL,22268,21543,725,26415,768,4106,83,88,0.967442,0.965574,0.155442,0.966507,2.971820938113073,2.785386819484241,1.2767720159558147,1.509313818665653,HG006_novaseq_agilent_75x.haplotypecaller,HG006,agilent,novaseq,75
SNP,PASS,22268,21543,725,26415,768,4106,83,88,0.967442,0.965574,0.155442,0.966507,2.971820938113073,2.785386819484241,1.2767720159558147,1.509313818665653,HG006_novaseq_agilent_75x.haplotypecaller,HG006,agilent,novaseq,75
INDEL,ALL,357,320,37,740,73,335,13,5,0.896359,0.819753,0.452703,0.856346,,,1.646153846153846,2.443396226415094,HG006_novaseq_idt_100x.haplotypecaller,HG006,idt,novaseq,100
INDEL,PASS,357,320,37,740,73,335,13,5,0.896359,0.819753,0.452703,0.856346,,,1.646153846153846,2.443396226415094,HG006_novaseq_idt_100x.haplotypecaller,HG006,idt,novaseq,100
SNP,ALL,20422,19672,750,23690,691,3334,79,76,0.963275,0.966054,0.140734,0.964663,3.05559968228753,2.856166612430849,1.2783482142857143,1.4896413923651277,HG006_novaseq_idt_100x.haplotypecaller,HG006,idt,novaseq,100
SNP,PASS,20422,19672,750,23690,691,3334,79,76,0.963275,0.966054,0.140734,0.964663,3.05559968228753,2.856166612430849,1.2783482142857143,1.4896413923651277,HG006_novaseq_idt_100x.haplotypecaller,HG006,idt,novaseq,100
INDEL,ALL,357,318,39,745,75,338,11,7,0.890756,0.815725,0.453691,0.851591,,,1.646153846153846,2.5728155339805827,HG006_novaseq_idt_50x.haplotypecaller,HG006,idt,novaseq,50
INDEL,PASS,357,318,39,745,75,338,11,7,0.890756,0.815725,0.453691,0.851591,,,1.646153846153846,2.5728155339805827,HG006_novaseq_idt_50x.haplotypecaller,HG006,idt,novaseq,50
SNP,ALL,20422,19626,796,23524,666,3242,70,78,0.961022,0.967163,0.137817,0.964083,3.05559968228753,2.8774097874443894,1.2783482142857143,1.4831009716941277,HG006_novaseq_idt_50x.haplotypecaller,HG006,idt,novaseq,50
SNP,PASS,20422,19626,796,23524,666,3242,70,78,0.961022,0.967163,0.137817,0.964083,3.05559968228753,2.8774097874443894,1.2783482142857143,1.4831009716941277,HG006_novaseq_idt_50x.haplotypecaller,HG006,idt,novaseq,50
INDEL,ALL,357,320,37,744,76,336,14,4,0.896359,0.813725,0.451613,0.853046,,,1.646153846153846,2.558252427184466,HG006_novaseq_idt_75x.haplotypecaller,HG006,idt,novaseq,75
INDEL,PASS,357,320,37,744,76,336,14,4,0.896359,0.813725,0.451613,0.853046,,,1.646153846153846,2.558252427184466,HG006_novaseq_idt_75x.haplotypecaller,HG006,idt,novaseq,75
SNP,ALL,20422,19652,770,23601,671,3285,73,75,0.962296,0.966972,0.139189,0.964628,3.05559968228753,2.8720892095769104,1.2783482142857143,1.489339244247414,HG006_novaseq_idt_75x.haplotypecaller,HG006,idt,novaseq,75
SNP,PASS,20422,19652,770,23601,671,3285,73,75,0.962296,0.966972,0.139189,0.964628,3.05559968228753,2.8720892095769104,1.2783482142857143,1.489339244247414,HG006_novaseq_idt_75x.haplotypecaller,HG006,idt,novaseq,75
INDEL,ALL,1642,1417,225,3577,636,1496,106,58,0.862972,0.694378,0.418228,0.769549,,,1.4009009009009008,3.0706836616454227,HG006_novaseq_truseq_50x.haplotypecaller,HG006,truseq,novaseq,50
INDEL,PASS,1642,1417,225,3577,636,1496,106,58,0.862972,0.694378,0.418228,0.769549,,,1.4009009009009008,3.0706836616454227,HG006_novaseq_truseq_50x.haplotypecaller,HG006,truseq,novaseq,50
SNP,ALL,30194,28879,1315,35130,1140,5118,138,106,0.956448,0.962015,0.145687,0.959224,2.8006293266205162,2.6140080222153657,1.2762235125556143,1.450383810188416,HG006_novaseq_truseq_50x.haplotypecaller,HG006,truseq,novaseq,50
SNP,PASS,30194,28879,1315,35130,1140,5118,138,106,0.956448,0.962015,0.145687,0.959224,2.8006293266205162,2.6140080222153657,1.2762235125556143,1.450383810188416,HG006_novaseq_truseq_50x.haplotypecaller,HG006,truseq,novaseq,50
INDEL,ALL,1642,1428,214,3711,688,1565,111,61,0.869671,0.679404,0.421719,0.762852,,,1.4009009009009008,3.257042253521127,HG006_novaseq_truseq_75x.haplotypecaller,HG006,truseq,novaseq,75
INDEL,PASS,1642,1428,214,3711,688,1565,111,61,0.869671,0.679404,0.421719,0.762852,,,1.4009009009009008,3.257042253521127,HG006_novaseq_truseq_75x.haplotypecaller,HG006,truseq,novaseq,75
SNP,ALL,30194,29048,1146,35462,1178,5241,130,116,0.962045,0.96102,0.147792,0.961533,2.8006293266205162,2.611156351791531,1.2762235125556143,1.4603582338239378,HG006_novaseq_truseq_75x.haplotypecaller,HG006,truseq,novaseq,75
SNP,PASS,30194,29048,1146,35462,1178,5241,130,116,0.962045,0.96102,0.147792,0.961533,2.8006293266205162,2.611156351791531,1.2762235125556143,1.4603582338239378,HG006_novaseq_truseq_75x.haplotypecaller,HG006,truseq,novaseq,75
INDEL,ALL,478,427,51,823,55,334,10,7,0.893305,0.887526,0.405832,0.890406,,,1.7470588235294118,1.9566787003610109,HG007_hiseq4000_agilent_50x.haplotypecaller,HG007,agilent,hiseq4000,50
INDEL,PASS,478,427,51,823,55,334,10,7,0.893305,0.887526,0.405832,0.890406,,,1.7470588235294118,1.9566787003610109,HG007_hiseq4000_agilent_50x.haplotypecaller,HG007,agilent,hiseq4000,50
SNP,ALL,22416,21567,849,25866,634,3667,87,69,0.962125,0.97144,0.141769,0.96676,2.9548500881834214,2.8096289752650176,1.3930364199508705,1.5562036579337617,HG007_hiseq4000_agilent_50x.haplotypecaller,HG007,agilent,hiseq4000,50
SNP,PASS,22416,21567,849,25866,634,3667,87,69,0.962125,0.97144,0.141769,0.96676,2.9548500881834214,2.8096289752650176,1.3930364199508705,1.5562036579337617,HG007_hiseq4000_agilent_50x.haplotypecaller,HG007,agilent,hiseq4000,50
INDEL,ALL,338,294,44,651,78,270,10,6,0.869822,0.795276,0.414747,0.83088,,,1.6774193548387097,2.505434782608696,HG007_hiseq4000_idt_50x.haplotypecaller,HG007,idt,hiseq4000,50
INDEL,PASS,338,294,44,651,78,270,10,6,0.869822,0.795276,0.414747,0.83088,,,1.6774193548387097,2.505434782608696,HG007_hiseq4000_idt_50x.haplotypecaller,HG007,idt,hiseq4000,50
SNP,ALL,20625,19554,1071,23078,644,2886,96,73,0.948073,0.968106,0.125054,0.957985,3.029095879710994,2.9223581379544683,1.4004424778761062,1.5596981802041723,HG007_hiseq4000_idt_50x.haplotypecaller,HG007,idt,hiseq4000,50
SNP,PASS,20625,19554,1071,23078,644,2886,96,73,0.948073,0.968106,0.125054,0.957985,3.029095879710994,2.9223581379544683,1.4004424778761062,1.5596981802041723,HG007_hiseq4000_idt_50x.haplotypecaller,HG007,idt,hiseq4000,50
INDEL,ALL,1626,1317,309,2731,417,974,74,52,0.809963,0.762664,0.356646,0.785602,,,1.4422187981510015,2.061433447098976,HG007_hiseq4000_truseq_50x.haplotypecaller,HG007,truseq,hiseq4000,50
INDEL,PASS,1626,1317,309,2731,417,974,74,52,0.809963,0.762664,0.356646,0.785602,,,1.4422187981510015,2.061433447098976,HG007_hiseq4000_truseq_50x.haplotypecaller,HG007,truseq,hiseq4000,50
SNP,ALL,30492,29137,1355,35162,1077,4953,174,92,0.955562,0.964348,0.140862,0.959935,2.770676226974904,2.648102053515868,1.3774570982839314,1.5189564968107216,HG007_hiseq4000_truseq_50x.haplotypecaller,HG007,truseq,hiseq4000,50
SNP,PASS,30492,29137,1355,35162,1077,4953,174,92,0.955562,0.964348,0.140862,0.959935,2.770676226974904,2.648102053515868,1.3774570982839314,1.5189564968107216,HG007_hiseq4000_truseq_50x.haplotypecaller,HG007,truseq,hiseq4000,50
INDEL,ALL,478,433,45,921,54,426,11,7,0.905858,0.890909,0.462541,0.898321,,,1.7470588235294118,2.288808664259928,HG007_novaseq_agilent_100x.haplotypecaller,HG007,agilent,novaseq,100
INDEL,PASS,478,433,45,921,54,426,11,7,0.905858,0.890909,0.462541,0.898321,,,1.7470588235294118,2.288808664259928,HG007_novaseq_agilent_100x.haplotypecaller,HG007,agilent,novaseq,100
SNP,ALL,22416,21692,724,26676,702,4284,73,75,0.967702,0.96865,0.160594,0.968175,2.9548500881834214,2.776393999433909,1.3930364199508705,1.615180935569285,HG007_novaseq_agilent_100x.haplotypecaller,HG007,agilent,novaseq,100
SNP,PASS,22416,21692,724,26676,702,4284,73,75,0.967702,0.96865,0.160594,0.968175,2.9548500881834214,2.776393999433909,1.3930364199508705,1.615180935569285,HG007_novaseq_agilent_100x.haplotypecaller,HG007,agilent,novaseq,100
INDEL,ALL,478,414,64,873,58,393,15,8,0.866109,0.879167,0.450172,0.872589,,,1.7470588235294118,2.156934306569343,HG007_novaseq_agilent_50x.haplotypecaller,HG007,agilent,novaseq,50
INDEL,PASS,478,414,64,873,58,393,15,8,0.866109,0.879167,0.450172,0.872589,,,1.7470588235294118,2.156934306569343,HG007_novaseq_agilent_50x.haplotypecaller,HG007,agilent,novaseq,50
SNP,ALL,22416,21527,889,26382,712,4145,92,62,0.960341,0.967981,0.157115,0.964146,2.9548500881834214,2.794392523364486,1.3930364199508705,1.5990933280772641,HG007_novaseq_agilent_50x.haplotypecaller,HG007,agilent,novaseq,50
SNP,PASS,22416,21527,889,26382,712,4145,92,62,0.960341,0.967981,0.157115,0.964146,2.9548500881834214,2.794392523364486,1.3930364199508705,1.5990933280772641,HG007_novaseq_agilent_50x.haplotypecaller,HG007,agilent,novaseq,50
INDEL,ALL,478,428,50,908,56,416,10,7,0.895397,0.886179,0.45815,0.890764,,,1.7470588235294118,2.1433566433566433,HG007_novaseq_agilent_75x.haplotypecaller,HG007,agilent,novaseq,75
INDEL,PASS,478,428,50,908,56,416,10,7,0.895397,0.886179,0.45815,0.890764,,,1.7470588235294118,2.1433566433566433,HG007_novaseq_agilent_75x.haplotypecaller,HG007,agilent,novaseq,75
SNP,ALL,22416,21639,777,26607,696,4274,81,68,0.965337,0.968835,0.160634,0.967083,2.9548500881834214,2.7757128670733437,1.3930364199508705,1.6148250098309085,HG007_novaseq_agilent_75x.haplotypecaller,HG007,agilent,novaseq,75
SNP,PASS,22416,21639,777,26607,696,4274,81,68,0.965337,0.968835,0.160634,0.967083,2.9548500881834214,2.7757128670733437,1.3930364199508705,1.6148250098309085,HG007_novaseq_agilent_75x.haplotypecaller,HG007,agilent,novaseq,75
INDEL,ALL,338,300,38,701,71,318,13,11,0.887574,0.814621,0.453638,0.849534,,,1.6774193548387097,2.5721649484536084,HG007_novaseq_idt_100x.haplotypecaller,HG007,idt,novaseq,100
INDEL,PASS,338,300,38,701,71,318,13,11,0.887574,0.814621,0.453638,0.849534,,,1.6774193548387097,2.5721649484536084,HG007_novaseq_idt_100x.haplotypecaller,HG007,idt,novaseq,100
SNP,ALL,20625,19805,820,23897,695,3407,82,80,0.960242,0.966081,0.14257,0.963153,3.029095879710994,2.857534688609229,1.4004424778761062,1.5942863349989138,HG007_novaseq_idt_100x.haplotypecaller,HG007,idt,novaseq,100
SNP,PASS,20625,19805,820,23897,695,3407,82,80,0.960242,0.966081,0.14257,0.963153,3.029095879710994,2.857534688609229,1.4004424778761062,1.5942863349989138,HG007_novaseq_idt_100x.haplotypecaller,HG007,idt,novaseq,100
INDEL,ALL,338,296,42,704,85,314,15,7,0.87574,0.782051,0.446023,0.826248,,,1.6774193548387097,2.782608695652174,HG007_novaseq_idt_50x.haplotypecaller,HG007,idt,novaseq,50
INDEL,PASS,338,296,42,704,85,314,15,7,0.87574,0.782051,0.446023,0.826248,,,1.6774193548387097,2.782608695652174,HG007_novaseq_idt_50x.haplotypecaller,HG007,idt,novaseq,50
SNP,ALL,20625,19742,883,23718,708,3273,78,66,0.957188,0.965371,0.137996,0.961262,3.029095879710994,2.8709414260075055,1.4004424778761062,1.5884279475982532,HG007_novaseq_idt_50x.haplotypecaller,HG007,idt,novaseq,50
SNP,PASS,20625,19742,883,23718,708,3273,78,66,0.957188,0.965371,0.137996,0.961262,3.029095879710994,2.8709414260075055,1.4004424778761062,1.5884279475982532,HG007_novaseq_idt_50x.haplotypecaller,HG007,idt,novaseq,50
INDEL,ALL,338,301,37,711,81,320,15,9,0.890533,0.792839,0.45007,0.838851,,,1.6774193548387097,2.5326633165829144,HG007_novaseq_idt_75x.haplotypecaller,HG007,idt,novaseq,75
INDEL,PASS,338,301,37,711,81,320,15,9,0.890533,0.792839,0.45007,0.838851,,,1.6774193548387097,2.5326633165829144,HG007_novaseq_idt_75x.haplotypecaller,HG007,idt,novaseq,75
SNP,ALL,20625,19780,845,23859,722,3362,86,78,0.95903,0.964775,0.140911,0.961894,3.029095879710994,2.8541902147585985,1.4004424778761062,1.5906572514937534,HG007_novaseq_idt_75x.haplotypecaller,HG007,idt,novaseq,75
SNP,PASS,20625,19780,845,23859,722,3362,86,78,0.95903,0.964775,0.140911,0.961894,3.029095879710994,2.8541902147585985,1.4004424778761062,1.5906572514937534,HG007_novaseq_idt_75x.haplotypecaller,HG007,idt,novaseq,75
INDEL,ALL,1626,1397,229,3500,619,1455,97,61,0.859164,0.697311,0.415714,0.769822,,,1.4422187981510015,2.991841491841492,HG007_novaseq_truseq_50x.haplotypecaller,HG007,truseq,novaseq,50
INDEL,PASS,1626,1397,229,3500,619,1455,97,61,0.859164,0.697311,0.415714,0.769822,,,1.4422187981510015,2.991841491841492,HG007_novaseq_truseq_50x.haplotypecaller,HG007,truseq,novaseq,50
SNP,ALL,30492,29182,1310,35714,1003,5537,158,99,0.957038,0.966763,0.155037,0.961876,2.770676226974904,2.598609991941982,1.3774570982839314,1.5424115091517698,HG007_novaseq_truseq_50x.haplotypecaller,HG007,truseq,novaseq,50
SNP,PASS,30492,29182,1310,35714,1003,5537,158,99,0.957038,0.966763,0.155037,0.961876,2.770676226974904,2.598609991941982,1.3774570982839314,1.5424115091517698,HG007_novaseq_truseq_50x.haplotypecaller,HG007,truseq,novaseq,50
INDEL,ALL,1626,1406,220,3613,646,1530,107,60,0.864699,0.68987,0.423471,0.767454,,,1.4422187981510015,3.1296728971962615,HG007_novaseq_truseq_75x.haplotypecaller,HG007,truseq,novaseq,75
INDEL,PASS,1626,1406,220,3613,646,1530,107,60,0.864699,0.68987,0.423471,0.767454,,,1.4422187981510015,3.1296728971962615,HG007_novaseq_truseq_75x.haplotypecaller,HG007,truseq,novaseq,75
SNP,ALL,30492,29370,1122,36036,1043,5632,144,92,0.963203,0.965695,0.156288,0.964448,2.770676226974904,2.5805522447357965,1.3774570982839314,1.5556974599120192,HG007_novaseq_truseq_75x.haplotypecaller,HG007,truseq,novaseq,75
SNP,PASS,30492,29370,1122,36036,1043,5632,144,92,0.963203,0.965695,0.156288,0.964448,2.770676226974904,2.5805522447357965,1.3774570982839314,1.5556974599120192,HG007_novaseq_truseq_75x.haplotypecaller,HG007,truseq,novaseq,75
